Latitude,Longitude,Stop Name,Stop Status
40.766282,-73.983195,8 AV/W  56 ST,at stop
40.756118,-73.990604,8 AV/W 40 ST,approaching
40.7718,-73.982281,N/A,N/A
40.739108,-74.003048,8 AV/W 14 ST,approaching
40.748776,-73.992239,7 AV/W 28 ST,< 1 stop away
40.762704,-73.982086,7 AV/W 50 ST,< 1 stop away
40.738351,-73.999829,7 AV S/WAVERLY PL,< 1 stop away
40.714544,-74.015648,SOUTH END AV/GATEWAY PLAZA,< 1 stop away
